Scan,Image_name, PSNR, SSIM, MSE
4,0,22.7674,0.3791,80.080566
4,1,21.5380,0.3230,81.953125
4,2,22.3756,0.3857,83.725098
4,3,23.4492,0.3841,78.307617
4,4,23.2026,0.4361,80.796143
4,5,23.0129,0.4337,78.118896
4,6,22.7335,0.3859,82.212891
4,7,24.4915,0.4659,74.543213
4,8,22.2035,0.3695,80.814453
4,9,22.9374,0.3716,78.256348
4,10,27.2301,0.5432,62.358643
4,11,20.4225,0.3741,86.849854
4,12,19.5787,0.3410,90.186035
4,13,20.8168,0.3705,88.332031
4,14,23.5669,0.4307,77.515625
4,15,21.2396,0.3160,78.168213
4,16,21.5340,0.3345,83.319092
4,17,23.0569,0.4058,81.153320
4,18,25.6218,0.4741,68.884033
4,19,22.3712,0.4045,79.166260
4,20,21.3285,0.3660,78.448242
4,21,24.6353,0.4341,73.392334
4,22,23.0986,0.3928,73.330566
4,23,20.3358,0.3844,86.302979
4,24,25.6218,0.4741,68.884033
4,25,22.8762,0.3527,81.256104
4,26,21.6111,0.3462,80.465576
4,27,21.3878,0.3947,83.073486
4,28,21.7600,0.3281,82.211426
4,29,21.9716,0.3545,80.349854
4,30,24.9669,0.4788,68.325928
4,31,23.6704,0.4352,74.845947
4,32,21.1798,0.3441,82.632812
4,33,21.8789,0.3886,82.694336
4,34,22.5697,0.3503,81.462891
4,35,21.6331,0.3199,80.510498
4,36,23.5544,0.4068,73.716797
4,37,24.0625,0.4094,75.172852
4,38,26.1112,0.5173,66.142822
4,39,21.7623,0.3412,82.047852
4,40,23.5339,0.3982,78.385498
4,41,23.0478,0.3918,82.451416
4,42,21.0641,0.3707,84.636475
4,43,21.7503,0.3301,80.499268
4,44,23.5504,0.4260,79.231689
4,45,22.2371,0.3361,75.106934
4,46,21.4996,0.3495,79.570557
4,47,21.8992,0.3759,81.409424
4,48,21.1335,0.3849,83.308105
4,49,21.8793,0.3580,79.844238
4,50,23.3654,0.4333,69.346191
4,51,22.6283,0.4096,80.769531
4,52,20.9886,0.3264,84.429688
4,53,20.3250,0.3917,89.558350
4,54,22.2872,0.3353,80.339844
4,55,21.1366,0.3711,83.458496
4,56,23.3598,0.3972,81.548340
4,57,23.0740,0.3841,76.205811
4,58,21.9481,0.3328,77.713623
4,59,20.0244,0.3141,84.297852
4,60,21.2274,0.3762,83.729004
4,61,23.5828,0.4149,77.718018
4,62,22.2438,0.3330,78.196777
4,63,27.2576,0.5064,64.206299
4,64,21.1778,0.3654,84.541992
4,65,23.8198,0.4021,76.960693
4,66,24.0582,0.4272,78.486572
4,67,20.7815,0.3403,82.476074
4,68,20.6917,0.3388,84.883545
4,69,23.0418,0.3937,75.147217
4,70,22.2988,0.3645,78.005615
4,71,20.6827,0.3709,82.843018
4,72,22.0684,0.3751,83.682129
4,73,21.7415,0.3511,78.008057
4,74,24.0323,0.4116,76.390869
4,75,21.3063,0.3015,82.835205
4,76,21.5385,0.3670,86.781250
4,77,20.4650,0.3193,84.349609
4,78,20.4043,0.3327,86.324707
4,79,24.7411,0.4564,69.256836
4,80,21.5891,0.3322,80.871582
4,81,20.3476,0.2942,85.483643
4,82,22.8979,0.3814,82.651855
4,83,21.4845,0.3775,84.550781
4,84,23.7484,0.4168,74.997803
4,85,21.5649,0.3359,81.824707
4,86,21.9324,0.3661,82.961914
4,87,21.8858,0.3907,82.769531
4,88,20.0228,0.3501,87.593018
4,89,21.2431,0.3573,84.390869
4,90,22.7675,0.3970,74.322266
4,91,20.5021,0.3722,90.261719
4,92,22.0634,0.3466,78.649170
4,93,25.6265,0.4873,68.256104
4,94,21.9001,0.3300,81.448486
4,95,20.2855,0.3518,90.189697
4,96,24.3407,0.4353,76.525635
4,97,23.5675,0.4243,74.228271
4,98,23.7698,0.4352,72.457764
4,99,22.0120,0.3239,75.651611
4,100,27.5172,0.5278,61.550537
4,101,21.2955,0.3729,84.284912
4,102,21.6829,0.3886,84.674072
4,103,21.2597,0.3831,85.096924
4,104,21.3063,0.3015,82.835205
4,105,21.1432,0.3312,85.442871
4,106,21.5165,0.3369,82.097900
4,107,27.3323,0.5662,60.497070
4,108,24.1488,0.4113,80.587646
4,109,22.8745,0.3471,78.641602
4,110,22.3457,0.3437,78.202393
4,111,22.6076,0.3964,77.654785
4,112,21.6392,0.3847,78.261963
4,113,21.4796,0.3329,80.943115
4,114,22.8056,0.3308,77.443359
4,115,25.4312,0.4446,72.939697
4,116,23.7793,0.4106,77.989258
4,117,24.7942,0.4130,77.544678
4,118,23.5591,0.4200,76.908203
4,119,25.0235,0.4487,71.081543
4,120,22.7367,0.3998,79.701416
4,121,23.8109,0.4056,80.576660
4,122,21.1946,0.3559,89.815186
4,123,21.7152,0.3490,77.648193
4,124,21.9510,0.3559,81.808350
4,125,21.7335,0.3406,83.997070
4,126,22.2474,0.3833,82.688965
4,127,21.8992,0.3759,81.409424
4,128,21.5098,0.3129,83.989746
4,129,23.0079,0.3890,80.428467
4,130,25.2118,0.4549,72.465576
4,131,23.2089,0.3833,75.031006
4,132,22.0059,0.3901,84.160156
4,133,21.9227,0.3812,79.463379
4,134,23.0878,0.4138,82.002930
4,135,21.1013,0.3130,84.661133
4,136,21.9710,0.3816,83.658203
4,137,21.1037,0.3172,84.262207
4,138,21.8399,0.3509,80.185547
4,139,23.5132,0.4182,76.509033
4,140,24.1719,0.4485,70.635010
4,141,22.7504,0.3082,79.237061
4,142,21.2702,0.3279,82.109619
4,143,24.4807,0.4382,71.183350
4,144,21.5265,0.3282,81.977783
4,145,23.9763,0.4360,72.976074
4,146,22.5576,0.4011,80.032959
4,147,23.2300,0.4016,85.395996
4,148,23.8270,0.4013,75.451416
4,149,23.7113,0.4029,76.534424
4,150,24.9350,0.4802,67.416260
4,151,25.6735,0.4773,67.462646
4,152,21.6823,0.3526,82.666260
4,153,24.4122,0.4388,71.427246
4,154,20.8049,0.3243,83.301025
4,155,24.2726,0.4445,71.308838
4,156,27.2576,0.5064,64.206299
4,157,20.7335,0.3955,86.142822
4,158,24.0151,0.4216,78.096924
4,159,22.2639,0.3865,81.530273
4,160,20.7636,0.3990,86.036377
4,161,23.6782,0.4191,78.151611
4,162,26.2066,0.5082,66.809570
4,163,21.6205,0.3507,90.739990
4,164,22.1937,0.3638,75.074463
4,165,22.3152,0.3733,75.122314
4,166,22.7732,0.3337,80.932617
4,167,21.4764,0.3603,82.658447
4,168,20.5057,0.3355,84.090088
4,169,26.4790,0.5012,64.840332
4,170,21.0082,0.3206,83.725098
4,171,24.8457,0.4470,70.377686
4,172,21.8675,0.3400,79.181152
4,173,22.5227,0.3791,86.004883
4,174,23.4847,0.4060,77.416260
4,175,22.7282,0.3914,78.572021
4,176,21.5528,0.3642,84.903564
4,177,21.2605,0.3225,84.943604
4,178,22.2575,0.3390,84.976807
4,179,21.8569,0.3127,83.276367
4,180,21.7358,0.3144,76.705811
4,181,22.0444,0.3671,80.542969
4,182,23.8979,0.4228,76.339600
4,183,23.3262,0.3963,79.937012
4,184,23.8317,0.4161,73.659424
4,185,22.0794,0.3817,77.783203
4,186,22.7346,0.3613,79.245117
4,187,23.6725,0.4035,80.085693
4,188,21.9996,0.3262,81.442627
4,189,21.7600,0.3281,82.211426
4,190,23.5881,0.3888,73.374023
4,191,22.3678,0.3806,75.776855
4,192,22.2547,0.3891,79.035645
4,193,21.6664,0.3906,82.229004
4,194,22.0883,0.3641,83.836426
4,195,22.1201,0.3740,85.397461
4,196,21.3030,0.3331,80.832520
4,197,22.6945,0.3728,82.586182
4,198,20.6708,0.3565,83.378906
4,199,23.9890,0.4266,73.400146
4,200,24.6042,0.4187,77.625000
4,201,22.6512,0.3713,80.652588
4,202,21.4847,0.3569,85.838867
4,203,21.4062,0.3443,82.709229
4,204,20.9015,0.3250,80.104980
4,205,26.9917,0.5132,66.989014
4,206,23.4889,0.4072,78.508545
4,207,21.6873,0.3337,83.847900
4,208,21.5970,0.3544,80.178711
4,209,23.1013,0.3697,79.758545
4,210,23.3991,0.4126,80.404785
4,211,22.8269,0.3792,80.772461
4,212,22.3794,0.3719,80.458740
4,213,21.5858,0.3272,80.210938
4,214,21.4975,0.3763,82.541504
4,215,22.1670,0.3310,81.863525
4,216,22.0255,0.3811,79.568848
4,217,23.8569,0.4014,73.667480
4,218,23.4630,0.3913,75.625977
4,219,22.8382,0.4042,78.395996
4,220,22.7745,0.3792,75.637695
4,221,22.2232,0.3684,83.162109
4,222,21.3582,0.4087,87.053467
4,223,21.4846,0.3332,80.035889
4,224,23.0899,0.3642,82.282471
4,225,21.2396,0.3160,78.168213
4,226,23.1052,0.4039,80.096924
4,227,23.2808,0.4137,71.739990
4,228,20.6820,0.3579,87.813965
4,229,25.1032,0.4385,72.484131
4,230,23.8267,0.4050,77.531494
4,231,21.6103,0.3478,80.989746
4,232,22.0538,0.3359,74.481201
4,233,24.5088,0.4559,70.186768
4,234,24.7347,0.4609,72.890137
4,235,23.9630,0.3923,83.524414
4,236,21.3208,0.3411,82.422363
4,237,23.5587,0.3941,78.309326
4,238,21.9962,0.3732,82.330566
4,239,26.0322,0.5163,67.628174
4,240,25.2188,0.4788,63.462158
4,241,24.6738,0.4412,65.354248
4,242,23.3737,0.3969,81.711914
4,243,23.0420,0.4210,75.758057
4,244,22.8954,0.3842,76.531250
4,245,22.8033,0.3856,85.374756
4,246,23.9923,0.4436,72.764160
4,247,22.0634,0.3466,78.649170
4,248,21.6533,0.3378,82.437744
4,249,23.4312,0.4184,67.595215
4,250,25.2238,0.4425,79.486328
4,251,21.5645,0.3462,80.614990
4,252,21.2844,0.3417,83.149658
4,253,23.2762,0.3866,77.814941
4,254,22.4137,0.3664,79.564453
4,255,20.4070,0.3874,88.704102
4,256,22.8382,0.4042,78.395996
4,257,21.3178,0.3948,84.376953
4,258,22.2571,0.3875,82.259277
4,259,22.7964,0.4036,78.853027
4,260,21.1000,0.3821,85.626953
4,261,22.2762,0.3580,77.189697
4,262,21.7735,0.3529,80.055908
4,263,20.7518,0.3890,87.884521
4,264,25.3880,0.4740,67.929932
4,265,21.0565,0.3654,85.148438
4,266,22.5781,0.4063,79.579102
4,267,22.4818,0.4098,75.698730
4,268,25.0520,0.4648,72.679688
4,269,24.3293,0.4421,70.591309
4,270,23.2333,0.3943,80.353760
4,271,21.8535,0.3585,84.482666
4,272,20.9902,0.3453,79.177490
4,273,25.3991,0.4667,72.508789
4,274,23.3612,0.3924,74.513184
4,275,23.1439,0.3949,76.151855
4,276,23.3878,0.4135,77.491943
4,277,20.4929,0.3307,87.860840
4,278,23.5546,0.4461,70.201416
4,279,23.9257,0.4392,71.651123
4,280,26.7024,0.5090,60.445312
4,281,24.5801,0.4318,68.878418
4,282,22.2473,0.3585,79.507568
4,283,21.9632,0.3466,81.392090
4,284,21.8401,0.3327,78.543945
4,285,21.4356,0.3890,86.407715
4,286,21.0082,0.3202,78.418457
4,287,21.5154,0.3640,82.395752
4,288,22.9004,0.3742,76.710938
4,289,24.1395,0.4418,72.062012
4,290,22.7894,0.4003,73.093506
4,291,21.8769,0.3810,85.510742
4,292,20.0292,0.2796,85.582275
4,293,21.8594,0.3426,84.652100
4,294,22.3038,0.3649,84.500977
4,295,20.4929,0.3307,87.860840
4,296,23.0288,0.4008,80.803711
4,297,20.6273,0.3252,84.797363
4,298,23.8644,0.4266,73.201660
4,299,21.3165,0.3412,77.462891
4,300,23.6749,0.4011,77.739502
4,301,20.5084,0.3825,88.604736
4,302,22.3951,0.3859,83.411621
4,303,23.5048,0.4287,79.886230
4,304,23.2421,0.3752,80.036133
4,305,20.7927,0.3191,81.508301
4,306,22.8113,0.3762,80.247314
4,307,24.9164,0.4487,69.686768
4,308,23.2498,0.3896,79.743652
4,309,22.7952,0.3878,77.135986
4,310,20.7883,0.3734,87.376465
4,311,24.7517,0.4323,75.102539
4,312,21.6881,0.3233,80.207275
4,313,22.1255,0.3281,80.776611
4,314,21.0355,0.3238,80.873535
4,315,22.4922,0.4003,82.819580
4,316,22.6251,0.3724,84.529785
4,317,21.4302,0.3622,84.176025
4,318,23.1990,0.3904,81.114990
4,319,26.0850,0.4892,65.482666
4,320,21.6848,0.3643,80.231201
4,321,21.6028,0.3243,79.758789
4,322,22.3038,0.3649,84.500977
4,323,22.4207,0.3893,82.772461
4,324,22.3450,0.3613,79.759277
4,325,22.7986,0.3932,82.487549
4,326,21.6726,0.3675,81.784668
4,327,25.0566,0.4541,75.275635
4,328,24.9361,0.4367,74.611084
4,329,21.6302,0.3815,81.625244
4,330,23.3575,0.4078,75.895264
4,331,22.0330,0.3240,78.801758
4,332,19.6435,0.3564,88.572510
4,333,24.7605,0.4511,68.659180
4,334,22.4839,0.3767,79.899170
4,335,22.8730,0.3739,78.195557
4,336,22.4480,0.4037,84.941406
4,337,25.6038,0.4853,66.373047
4,338,21.2579,0.3351,80.102783
4,339,22.4024,0.3743,72.472412
4,340,21.4688,0.3979,88.158691
4,341,22.9360,0.3764,78.113281
4,342,20.6836,0.3611,83.613770
4,343,21.8201,0.3655,81.506836
4,344,22.2851,0.3744,79.896729
4,345,22.9153,0.3641,74.186523
4,346,23.7623,0.4345,76.681641
4,347,24.3993,0.4345,70.314453
4,348,22.5629,0.3740,74.342285
4,349,22.3057,0.3732,78.768311
4,350,23.0446,0.3951,72.754639
4,351,24.1529,0.4459,69.288330
4,352,22.7095,0.4026,78.126221
4,353,22.6524,0.3714,77.365723
4,354,27.3323,0.5662,60.497070
4,355,22.1092,0.3231,81.152100
4,356,23.9399,0.4282,76.286133
4,357,21.6919,0.3335,79.564697
4,358,21.1135,0.3541,88.000000
4,359,20.7338,0.3720,88.351562
4,360,25.9237,0.4904,68.918701
4,361,26.0532,0.5109,64.534424
4,362,23.5066,0.3821,76.824219
4,363,23.2762,0.3866,77.814941
4,364,24.6691,0.4447,70.284180
4,365,21.5994,0.3899,82.046143
4,366,24.1488,0.4113,80.587646
4,367,21.0377,0.3568,83.483887
4,368,21.4417,0.3763,86.120605
4,369,20.7106,0.3772,87.607178
4,370,22.0844,0.4024,84.574219
4,371,23.5587,0.3941,78.309326
4,372,24.6465,0.4341,73.690186
4,373,24.0328,0.4294,78.174316
4,374,25.2141,0.4673,71.860107
4,375,22.1984,0.3721,83.018799
4,376,24.1878,0.4330,76.725098
4,377,22.4362,0.3590,77.760742
4,378,23.2677,0.4107,76.855225
4,379,21.7503,0.3301,80.499268
4,380,23.0665,0.4242,78.383789
4,381,21.9851,0.3476,79.749756
4,382,22.3355,0.3694,82.651367
4,383,22.2170,0.3892,80.975098
4,384,21.2630,0.3498,79.031494
4,385,25.7931,0.4960,66.991699
4,386,25.1087,0.4507,72.795166
4,387,20.9992,0.3793,87.976807
4,388,22.5716,0.3749,74.746826
4,389,21.8675,0.3400,79.181152
4,390,26.1924,0.5002,63.508301
4,391,22.2856,0.3894,78.295654
4,392,21.8908,0.3112,78.417480
4,393,21.6138,0.3448,80.686523
4,394,22.2371,0.3361,75.106934
4,395,20.0228,0.3501,87.593018
4,396,20.3294,0.3060,84.627930
4,397,21.4802,0.3121,80.377930
4,398,24.6682,0.4308,73.201172
4,399,22.1702,0.3244,79.257812
4,400,20.3673,0.3914,85.013672
4,401,21.8445,0.3715,88.046387
4,402,21.5829,0.3770,85.320312
4,403,23.0129,0.4047,82.494873
4,404,24.4123,0.4385,69.736084
4,405,22.4922,0.4003,82.819580
4,406,22.8699,0.3788,76.179932
4,407,25.0235,0.4487,71.081543
4,408,22.9438,0.4001,74.207031
4,409,20.8830,0.2691,85.555908
4,410,23.5066,0.3821,76.824219
4,411,21.4049,0.3359,83.471924
4,412,22.9481,0.4064,75.003906
4,413,22.3038,0.3649,84.500977
4,414,22.0316,0.3589,82.864502
4,415,20.7810,0.3725,86.040527
4,416,24.1605,0.4257,74.354248
4,417,24.0209,0.4276,75.941406
4,418,22.2412,0.3833,80.363525
4,419,25.3967,0.4706,69.362793
4,420,24.2411,0.4445,67.200928
4,421,24.8666,0.4489,75.416260
4,422,22.1520,0.3666,81.603027
4,423,22.7221,0.3783,77.053467
4,424,20.9283,0.3107,79.363770
4,425,21.4436,0.3423,84.736084
4,426,22.0516,0.3647,77.309082
4,427,22.1835,0.3393,78.933350
4,428,22.8269,0.3892,77.339355
4,429,22.6340,0.3848,83.175537
4,430,23.1023,0.3970,79.812744
4,431,21.5141,0.3844,84.916016
4,432,22.0921,0.4085,80.168945
4,433,23.4628,0.4159,74.826904
4,434,26.3704,0.5033,63.668945
4,435,21.7641,0.3459,82.177490
4,436,23.1734,0.3530,79.267578
4,437,25.1178,0.4704,70.685303
4,438,23.6568,0.4201,73.029541
4,439,21.4975,0.3223,78.670166
4,440,22.2286,0.3588,75.305420
4,441,20.4328,0.3698,87.329346
4,442,23.7484,0.4168,74.997803
4,443,20.8500,0.3394,87.596436
4,444,21.8594,0.3426,84.652100
4,445,20.3661,0.3024,82.927734
4,446,23.1585,0.3611,78.340820
4,447,25.3897,0.4830,68.040771
4,448,24.4364,0.4302,72.618408
4,449,22.8993,0.3847,75.791504
4,450,23.7708,0.4061,75.084961
4,451,23.5002,0.3938,75.002197
4,452,20.5397,0.3756,86.889893
4,453,22.1686,0.3517,81.968994
4,454,25.0566,0.4541,75.275635
4,455,21.4709,0.3330,79.626953
4,456,22.8304,0.3946,78.937500
4,457,23.7112,0.4076,73.416748
4,458,21.8967,0.3425,83.715332
4,459,21.9209,0.3275,81.008545
4,460,21.6680,0.3775,80.439209
4,461,22.0939,0.3685,78.819824
4,462,21.6116,0.3871,84.541992
4,463,21.4539,0.3479,81.133301
4,464,25.0707,0.4563,67.242432
4,465,19.9744,0.3748,91.472900
4,466,21.3285,0.3660,78.448242
4,467,22.8693,0.3462,78.043945
4,468,24.6958,0.4469,72.421387
4,469,20.1013,0.4239,88.136963
4,470,23.2808,0.4137,71.739990
4,471,22.1292,0.3492,79.945068
4,472,21.0082,0.3202,78.418457
4,473,22.5446,0.4025,80.611328
4,474,20.6579,0.3142,86.474365
4,475,22.9175,0.4023,75.149658
4,476,21.9138,0.3656,84.188477
4,477,21.2616,0.3228,85.504395
4,478,21.3582,0.4087,87.053467
4,479,22.8801,0.3812,77.019775
4,480,22.1996,0.3788,83.723145
4,481,23.5663,0.3907,75.120605
4,482,21.6871,0.3788,86.806396
4,483,27.2874,0.5665,64.685303
4,484,23.4347,0.4284,79.044189
