Scan,Image_name, PSNR, SSIM, MSE
8,0,24.5537,0.4493,73.008057
8,1,24.2049,0.4396,75.317139
8,2,22.9251,0.3653,74.687500
8,3,23.7949,0.3954,74.076904
8,4,22.4875,0.3385,79.281250
8,5,22.5290,0.3966,79.666016
8,6,24.3727,0.4486,70.702637
8,7,22.0440,0.4501,82.022949
8,8,23.0670,0.3811,75.656494
8,9,24.0536,0.4407,70.442627
8,10,23.5739,0.4001,73.244141
8,11,22.0071,0.3968,79.551025
8,12,22.2251,0.3697,76.433350
8,13,21.3705,0.3653,87.280518
8,14,23.1164,0.4193,79.717773
8,15,26.6650,0.5057,62.834961
8,16,24.2538,0.4602,73.237305
8,17,24.8407,0.4572,66.311523
8,18,25.9993,0.4996,64.548828
8,19,24.5159,0.4451,68.059570
8,20,26.9145,0.5063,61.320068
8,21,23.5920,0.3823,73.930176
8,22,22.9922,0.4461,77.295898
8,23,22.2499,0.4166,81.461670
8,24,23.5400,0.4065,74.858154
8,25,25.6129,0.4766,63.686035
8,26,26.4636,0.5157,65.923828
8,27,22.4806,0.4224,77.047852
8,28,22.7895,0.4027,79.331543
8,29,23.0986,0.3977,73.953125
8,30,21.4944,0.3495,82.251221
8,31,22.5994,0.3740,78.764160
8,32,25.3712,0.4582,69.156494
8,33,25.0388,0.4716,68.234619
8,34,25.0564,0.4655,71.788330
8,35,21.8383,0.4159,80.723145
8,36,24.3743,0.4533,72.866943
8,37,22.1532,0.3724,82.497070
8,38,22.5894,0.3715,79.026123
8,39,23.6278,0.4413,74.286133
8,40,21.8720,0.4146,83.676025
8,41,21.9791,0.4235,81.631592
8,42,22.9769,0.3842,78.444092
8,43,22.5113,0.3842,79.527100
8,44,22.7070,0.4277,81.829346
8,45,22.4406,0.3504,79.198486
8,46,26.9737,0.5242,62.966309
8,47,25.2704,0.4416,66.716309
8,48,22.5750,0.3788,76.904541
8,49,22.3433,0.3634,78.599609
8,50,24.3629,0.4150,69.114990
8,51,22.3113,0.3535,76.842285
8,52,23.7227,0.4334,76.000244
8,53,22.6806,0.3931,79.016113
8,54,24.9077,0.4694,72.482910
8,55,25.6570,0.4686,66.570801
8,56,25.2246,0.4988,69.889893
8,57,23.3926,0.4347,75.163574
8,58,23.9956,0.4191,71.508789
8,59,23.7342,0.4062,74.709229
8,60,23.9755,0.4703,72.832275
8,61,21.9774,0.3477,81.109619
8,62,21.8901,0.4088,82.292236
8,63,23.5514,0.4207,74.165283
8,64,25.3293,0.4538,66.049316
8,65,23.1138,0.3717,75.971436
8,66,24.8914,0.4592,70.709717
8,67,20.6031,0.3969,86.747803
8,68,21.5129,0.4402,86.416504
8,69,24.2277,0.4221,77.206299
8,70,24.6889,0.4515,68.332764
8,71,26.3405,0.5182,63.579346
8,72,23.3692,0.4500,77.960938
8,73,21.0908,0.3444,84.703613
8,74,24.1950,0.4232,74.754639
8,75,22.1612,0.3820,79.272461
8,76,22.4187,0.4166,81.071289
8,77,25.5106,0.4739,66.819092
8,78,21.8220,0.3609,80.380127
8,79,23.9073,0.4053,78.577148
8,80,22.5518,0.3901,80.701172
8,81,21.7514,0.4379,80.954590
8,82,20.7424,0.3668,87.885010
8,83,20.7338,0.4300,87.973389
8,84,22.9401,0.3782,77.049805
8,85,23.8552,0.4189,73.396240
